#SampleID	BarcodeSequence	LinkerPrimerSequence	tissue_date	time	rna_plate	dna_plate	row	col	plate_row	plate_col	collector	date	subpop	Description
LMAN.26.14A0079			LMAN_26	night	KAK_RNA_12	KAK_12	C	9	KAK_12.C	KAK_12.9	Shu Eli	8262014	nss	4226
LMAN.26.14A0087			LMAN_26	night	KAK_RNA_12	KAK_12	D	9	KAK_12.D	KAK_12.9	Shu Eli	8262014	nss	Os420
LMAN.26.14A0093			LMAN_26	night	KAK_RNA_12	KAK_12	E	9	KAK_12.E	KAK_12.9	Shu Eli	8262014	nss	NC262
LMAN.26.14ABLANK.KAK12.F9			LMAN_26	night	KAK_RNA_12	KAK_12	F	9	KAK_12.F	KAK_12.9	Shu Eli	8262014	NA	NA
LMAN.26.14A0113			LMAN_26	night	KAK_RNA_12	KAK_12	G	9	KAK_12.G	KAK_12.9	Shu Eli	8262014	ss	B73
LMAN.26.14A0114			LMAN_26	night	KAK_RNA_12	KAK_12	H	9	KAK_12.H	KAK_12.9	Shu Eli	8262014	nss	MS71
LMAN.26.14A0137			LMAN_26	night	KAK_RNA_12	KAK_12	A	10	KAK_12.A	KAK_12.10	Shu Eli	8262014	ss	NC250
LMAN.26.14A0155			LMAN_26	night	KAK_RNA_12	KAK_12	B	10	KAK_12.B	KAK_12.10	Shu Eli	8262014	ss	B84
LMAN.26.14A0157			LMAN_26	night	KAK_RNA_12	KAK_12	C	10	KAK_12.C	KAK_12.10	Shu Eli	8262014	mixed	B46
LMAN.26.14A0167			LMAN_26	night	KAK_RNA_12	KAK_12	D	10	KAK_12.D	KAK_12.10	Shu Eli	8262014	ss	NC314
LMAN.26.14A0169			LMAN_26	night	KAK_RNA_12	KAK_12	E	10	KAK_12.E	KAK_12.10	Shu Eli	8262014	ts	CML 10
LMAN.26.14A0171			LMAN_26	night	KAK_RNA_12	KAK_12	F	10	KAK_12.F	KAK_12.10	Shu Eli	8262014	nss	B77
LMAN.26.14A0185			LMAN_26	night	KAK_RNA_12	KAK_12	G	10	KAK_12.G	KAK_12.10	Shu Eli	8262014	ss	B73
LMAN.26.14A0186			LMAN_26	night	KAK_RNA_12	KAK_12	H	10	KAK_12.H	KAK_12.10	Shu Eli	8262014	nss	R109B
LMAN.26.14A0193			LMAN_26	night	KAK_RNA_12	KAK_12	A	11	KAK_12.A	KAK_12.11	Shu Eli	8262014	nss	B52
LMAN.26.14A0209			LMAN_26	night	KAK_RNA_12	KAK_12	B	11	KAK_12.B	KAK_12.11	Shu Eli	8262014	ss	NC306
LMAN.26.14A0211			LMAN_26	night	KAK_RNA_12	KAK_12	C	11	KAK_12.C	KAK_12.11	Shu Eli	8262014	ss	NC326
LMAN.26.14A0215			LMAN_26	night	KAK_RNA_12	KAK_12	D	11	KAK_12.D	KAK_12.11	Shu Eli	8262014	mixed	N28Ht
LMAN.26.14A0221			LMAN_26	night	KAK_RNA_12	KAK_12	E	11	KAK_12.E	KAK_12.11	Shu Eli	8262014	nss	R4
LMAN.26.14A0223			LMAN_26	night	KAK_RNA_12	KAK_12	F	11	KAK_12.F	KAK_12.11	Shu Eli	8262014	nss	NC342
LMAN.26.14A0239			LMAN_26	night	KAK_RNA_12	KAK_12	G	11	KAK_12.G	KAK_12.11	Shu Eli	8262014	ss	B73
LMAN.26.14A0240			LMAN_26	night	KAK_RNA_12	KAK_12	H	11	KAK_12.H	KAK_12.11	Shu Eli	8262014	unknown	W22 R-rstd
LMAN.26.14A0243			LMAN_26	night	KAK_RNA_12	KAK_12	A	12	KAK_12.A	KAK_12.12	Shu Eli	8262014	unknown	Ill.Hy
LMAN.26.14A0245			LMAN_26	night	KAK_RNA_12	KAK_12	B	12	KAK_12.B	KAK_12.12	Shu Eli	8262014	mixed	DE811
LMAN.26.14A0253			LMAN_26	night	KAK_RNA_12	KAK_12	C	12	KAK_12.C	KAK_12.12	Shu Eli	8262014	nss	CI 21E
LMAN.26.14A0259			LMAN_26	night	KAK_RNA_12	KAK_12	D	12	KAK_12.D	KAK_12.12	Shu Eli	8262014	nss	CI 7 Goodman-Buckler
LMAN.26.14A0269			LMAN_26	night	KAK_RNA_12	KAK_12	E	12	KAK_12.E	KAK_12.12	Shu Eli	8262014	mixed	NC360
LMAN.26.14A0273			LMAN_26	night	KAK_RNA_12	KAK_12	F	12	KAK_12.F	KAK_12.12	Shu Eli	8262014	mixed	CML 77
LMAN.26.14A0285			LMAN_26	night	KAK_RNA_12	KAK_12	G	12	KAK_12.G	KAK_12.12	Shu Eli	8262014	mixed	T232
LMAN.26.14A0293			LMAN_26	night	KAK_RNA_12	KAK_12	H	12	KAK_12.H	KAK_12.12	Shu Eli	8262014	nss	CI64
LMAN.8.14A0091			LMAN_8	night	KAK_RNA_10	KAK_10	A	1	KAK_10.A	KAK_10.1	Shu Sara	8082014	nss	A682
LMAN.8.14A0095			LMAN_8	night	KAK_RNA_10	KAK_10	B	1	KAK_10.B	KAK_10.1	Shu Sara	8082014	nss	CH701-30
LMAN.8.14A0097			LMAN_8	night	KAK_RNA_10	KAK_10	C	1	KAK_10.C	KAK_10.1	Shu Sara	8082014	nss	MS153
LMAN.8.14A0099			LMAN_8	night	KAK_RNA_10	KAK_10	D	1	KAK_10.D	KAK_10.1	Shu Sara	8082014	ts	A272
LMAN.8.14A0101			LMAN_8	night	KAK_RNA_10	KAK_10	E	1	KAK_10.E	KAK_10.1	Shu Sara	8082014	ss	A632
LMAN.8.14A0103			LMAN_8	night	KAK_RNA_10	KAK_10	F	1	KAK_10.F	KAK_10.1	Shu Sara	8082014	mixed	Mo47
LMAN.8.14A0105			LMAN_8	night	KAK_RNA_10	KAK_10	G	1	KAK_10.G	KAK_10.1	Shu Sara	8082014	nss	Va59
LMAN.8.14A0107			LMAN_8	night	KAK_RNA_10	KAK_10	H	1	KAK_10.H	KAK_10.1	Shu Sara	8082014	ss	A634
LMAN.8.14A0109			LMAN_8	night	KAK_RNA_10	KAK_10	A	2	KAK_10.A	KAK_10.2	Shu Sara	8082014	nss	Va26
LMAN.8.14A0111			LMAN_8	night	KAK_RNA_10	KAK_10	B	2	KAK_10.B	KAK_10.2	Shu Sara	8082014	ss	A635
LMAN.8.14A0113			LMAN_8	night	KAK_RNA_10	KAK_10	C	2	KAK_10.C	KAK_10.2	Shu Sara	8082014	ss	B73
LMAN.8.14ABLANK.KAK10.D2			LMAN_8	night	KAK_RNA_10	KAK_10	D	2	KAK_10.D	KAK_10.2	Shu Sara	8082014	NA	NA
LMAN.8.14A0114			LMAN_8	night	KAK_RNA_10	KAK_10	E	2	KAK_10.E	KAK_10.2	Shu Sara	8082014	nss	MS71
LMAN.8.14A0115			LMAN_8	night	KAK_RNA_10	KAK_10	F	2	KAK_10.F	KAK_10.2	Shu Sara	8082014	mixed	H105W
LMAN.8.14A0117			LMAN_8	night	KAK_RNA_10	KAK_10	G	2	KAK_10.G	KAK_10.2	Shu Sara	8082014	nss	M14
LMAN.8.14A0119			LMAN_8	night	KAK_RNA_10	KAK_10	H	2	KAK_10.H	KAK_10.2	Shu Sara	8082014	nss	Va102
LMAN.8.14A0121			LMAN_8	night	KAK_RNA_10	KAK_10	A	3	KAK_10.A	KAK_10.3	Shu Sara	8082014	nss	W64A
LMAN.8.14A0123			LMAN_8	night	KAK_RNA_10	KAK_10	B	3	KAK_10.B	KAK_10.3	Shu Sara	8082014	nss	N6
LMAN.8.14A0125			LMAN_8	night	KAK_RNA_10	KAK_10	C	3	KAK_10.C	KAK_10.3	Shu Sara	8082014	nss	A239
LMAN.8.14A0127			LMAN_8	night	KAK_RNA_10	KAK_10	D	3	KAK_10.D	KAK_10.3	Shu Sara	8082014	unknown	Yu796_NS
LMAN.8.14A0129			LMAN_8	night	KAK_RNA_10	KAK_10	E	3	KAK_10.E	KAK_10.3	Shu Sara	8082014	nss	Wf9
LMAN.8.14A0131			LMAN_8	night	KAK_RNA_10	KAK_10	F	3	KAK_10.F	KAK_10.3	Shu Sara	8082014	nss	H49
LMAN.8.14A0133			LMAN_8	night	KAK_RNA_10	KAK_10	G	3	KAK_10.G	KAK_10.3	Shu Sara	8082014	mixed	B164
LMAN.8.14A0135			LMAN_8	night	KAK_RNA_10	KAK_10	H	3	KAK_10.H	KAK_10.3	Shu Sara	8082014	nss	Pa762
LMAN.8.14A0139			LMAN_8	night	KAK_RNA_10	KAK_10	A	4	KAK_10.A	KAK_10.4	Shu Sara	8082014	unknown	Il 101T
LMAN.8.14A0141			LMAN_8	night	KAK_RNA_10	KAK_10	B	4	KAK_10.B	KAK_10.4	Shu Sara	8082014	mixed	SD40
LMAN.8.14A0143			LMAN_8	night	KAK_RNA_10	KAK_10	C	4	KAK_10.C	KAK_10.4	Shu Sara	8082014	nss	R177
LMAN.8.14A0145			LMAN_8	night	KAK_RNA_10	KAK_10	D	4	KAK_10.D	KAK_10.4	Shu Sara	8082014	ss	A680
LMAN.8.14A0147			LMAN_8	night	KAK_RNA_10	KAK_10	E	4	KAK_10.E	KAK_10.4	Shu Sara	8082014	mixed	B79
LMAN.8.14A0149			LMAN_8	night	KAK_RNA_10	KAK_10	F	4	KAK_10.F	KAK_10.4	Shu Sara	8082014	nss	C103
LMAN.8.14A0151			LMAN_8	night	KAK_RNA_10	KAK_10	G	4	KAK_10.G	KAK_10.4	Shu Sara	8082014	nss	B75
LMAN.8.14A0153			LMAN_8	night	KAK_RNA_10	KAK_10	H	4	KAK_10.H	KAK_10.4	Shu Sara	8082014	mixed	H84
LMAN.8.14A0159			LMAN_8	night	KAK_RNA_10	KAK_10	A	5	KAK_10.A	KAK_10.5	Ramu Nick	8082014	nss	Va35
LMAN.8.14A0161			LMAN_8	night	KAK_RNA_10	KAK_10	B	5	KAK_10.B	KAK_10.5	Ramu Nick	8082014	mixed	NC364
LMAN.8.14A0163			LMAN_8	night	KAK_RNA_10	KAK_10	C	5	KAK_10.C	KAK_10.5	Ramu Nick	8082014	ss	B14A
LMAN.8.14A0165			LMAN_8	night	KAK_RNA_10	KAK_10	D	5	KAK_10.D	KAK_10.5	Ramu Nick	8082014	ss	B109
LMAN.8.14A0173			LMAN_8	night	KAK_RNA_10	KAK_10	E	5	KAK_10.E	KAK_10.5	Ramu Nick	8082014	popcorn	IDS91
LMAN.8.14A0175			LMAN_8	night	KAK_RNA_10	KAK_10	F	5	KAK_10.F	KAK_10.5	Ramu Nick	8082014	mixed	I 205
LMAN.8.14A0177			LMAN_8	night	KAK_RNA_10	KAK_10	G	5	KAK_10.G	KAK_10.5	Ramu Nick	8082014	nss	Mo17
LMAN.8.14A0179			LMAN_8	night	KAK_RNA_10	KAK_10	H	5	KAK_10.H	KAK_10.5	Ramu Nick	8082014	popcorn	IDS28
LMAN.8.14A0181			LMAN_8	night	KAK_RNA_10	KAK_10	A	6	KAK_10.A	KAK_10.6	Ramu Nick	8082014	nss	W22
LMAN.8.14A0183			LMAN_8	night	KAK_RNA_10	KAK_10	B	6	KAK_10.B	KAK_10.6	Ramu Nick	8082014	nss	CH9
LMAN.8.14A0185			LMAN_8	night	KAK_RNA_10	KAK_10	C	6	KAK_10.C	KAK_10.6	Ramu Nick	8082014	ss	B73
LMAN.8.14A0186			LMAN_8	night	KAK_RNA_10	KAK_10	D	6	KAK_10.D	KAK_10.6	Ramu Nick	8082014	nss	R109B
LMAN.8.14A0187			LMAN_8	night	KAK_RNA_10	KAK_10	E	6	KAK_10.E	KAK_10.6	Ramu Nick	8082014	nss	NC260
LMAN.8.14A0189			LMAN_8	night	KAK_RNA_10	KAK_10	F	6	KAK_10.F	KAK_10.6	Ramu Nick	8082014	nss	Oh40B
LMAN.8.14A0191			LMAN_8	night	KAK_RNA_10	KAK_10	G	6	KAK_10.G	KAK_10.6	Ramu Nick	8082014	nss	Va99
LMAN.8.14A0195			LMAN_8	night	KAK_RNA_10	KAK_10	H	6	KAK_10.H	KAK_10.6	Ramu Nick	8082014	ss	B73
LMAN.8.14A0197			LMAN_8	night	KAK_RNA_10	KAK_10	A	7	KAK_10.A	KAK_10.7	Ramu Nick	8082014	mixed	VaW6
LMAN.8.14A0199			LMAN_8	night	KAK_RNA_10	KAK_10	B	7	KAK_10.B	KAK_10.7	Ramu Nick	8082014	nss	B57
LMAN.8.14A0201			LMAN_8	night	KAK_RNA_10	KAK_10	C	7	KAK_10.C	KAK_10.7	Ramu Nick	8082014	ss	NC310
LMAN.8.14A0203			LMAN_8	night	KAK_RNA_10	KAK_10	D	7	KAK_10.D	KAK_10.7	Ramu Nick	8082014	nss	Mo44
LMAN.8.14A0205			LMAN_8	night	KAK_RNA_10	KAK_10	E	7	KAK_10.E	KAK_10.7	Ramu Nick	8082014	mixed	NC362
LMAN.8.14A0207			LMAN_8	night	KAK_RNA_10	KAK_10	F	7	KAK_10.F	KAK_10.7	Ramu Nick	8082014	nss	Oh43E
LMAN.8.14A0213			LMAN_8	night	KAK_RNA_10	KAK_10	G	7	KAK_10.G	KAK_10.7	Ramu Nick	8082014	nss	H95
LMAN.8.14A0217			LMAN_8	night	KAK_RNA_10	KAK_10	H	7	KAK_10.H	KAK_10.7	Ramu Nick	8082014	nss	Mo46
LMAN.8.14A0219			LMAN_8	night	KAK_RNA_10	KAK_10	A	8	KAK_10.A	KAK_10.8	Ramu Nick	8082014	nss	CI 3A
LMAN.8.14A0225			LMAN_8	night	KAK_RNA_10	KAK_10	B	8	KAK_10.B	KAK_10.8	Ramu Nick	8082014	nss	Mo1W
LMAN.8.14A0227			LMAN_8	night	KAK_RNA_10	KAK_10	C	8	KAK_10.C	KAK_10.8	Ramu Nick	8082014	ss	NC324
LMAN.8.14A0229			LMAN_8	night	KAK_RNA_10	KAK_10	D	8	KAK_10.D	KAK_10.8	Ramu Nick	8082014	nss	B97
LMAN.8.14A0231			LMAN_8	night	KAK_RNA_10	KAK_10	E	8	KAK_10.E	KAK_10.8	Ramu Nick	8082014	ss	NC328
LMAN.8.14A0233			LMAN_8	night	KAK_RNA_10	KAK_10	F	8	KAK_10.F	KAK_10.8	Ramu Nick	8082014	nss	38-11
LMAN.8.14A0235			LMAN_8	night	KAK_RNA_10	KAK_10	G	8	KAK_10.G	KAK_10.8	Ramu Nick	8082014	ss	B73Htrhm
LMAN.8.14A0237			LMAN_8	night	KAK_RNA_10	KAK_10	H	8	KAK_10.H	KAK_10.8	Ramu Nick	8082014	popcorn	SA24
LMAN.8.14A0239			LMAN_8	night	KAK_RNA_10	KAK_10	A	9	KAK_10.A	KAK_10.9	Ramu Nick	8082014	ss	B73
LMAN.8.14A0240			LMAN_8	night	KAK_RNA_10	KAK_10	B	9	KAK_10.B	KAK_10.9	Ramu Nick	8082014	unknown	W22 R-rstd
LMAN.8.14A0241			LMAN_8	night	KAK_RNA_10	KAK_10	C	9	KAK_10.C	KAK_10.9	Ramu Nick	8082014	ss	B37
LMAN.8.14A0247			LMAN_8	night	KAK_RNA_10	KAK_10	D	9	KAK_10.D	KAK_10.9	Ramu Nick	8082014	nss	Va22
LMAN.8.14A0249			LMAN_8	night	KAK_RNA_10	KAK_10	E	9	KAK_10.E	KAK_10.9	Ramu Nick	8082014	nss	B2
LMAN.8.14A0251			LMAN_8	night	KAK_RNA_10	KAK_10	F	9	KAK_10.F	KAK_10.9	Ramu Nick	8082014	popcorn	HP301
LMAN.8.14A0255			LMAN_8	night	KAK_RNA_10	KAK_10	G	9	KAK_10.G	KAK_10.9	Ramu Nick	8082014	nss	T8
LMAN.8.14A0257			LMAN_8	night	KAK_RNA_10	KAK_10	H	9	KAK_10.H	KAK_10.9	Ramu Nick	8082014	nss	Va17
LMAN.8.14A0261			LMAN_8	night	KAK_RNA_10	KAK_10	A	10	KAK_10.A	KAK_10.10	Alberto Mei	8082014	ss	NC368
LMAN.8.14A0263			LMAN_8	night	KAK_RNA_10	KAK_10	B	10	KAK_10.B	KAK_10.10	Alberto Mei	8082014	mixed	B104
LMAN.8.14A0265			LMAN_8	night	KAK_RNA_10	KAK_10	C	10	KAK_10.C	KAK_10.10	Alberto Mei	8082014	ts	NC264
LMAN.8.14A0267			LMAN_8	night	KAK_RNA_10	KAK_10	D	10	KAK_10.D	KAK_10.10	Alberto Mei	8082014	mixed	F2834T
LMAN.8.14A0271			LMAN_8	night	KAK_RNA_10	KAK_10	E	10	KAK_10.E	KAK_10.10	Alberto Mei	8082014	mixed	Oh603
LMAN.8.14A0275			LMAN_8	night	KAK_RNA_10	KAK_10	F	10	KAK_10.F	KAK_10.10	Alberto Mei	8082014	ss	R229
LMAN.8.14A0277			LMAN_8	night	KAK_RNA_10	KAK_10	G	10	KAK_10.G	KAK_10.10	Alberto Mei	8082014	nss	Pa875
LMAN.8.14A0279			LMAN_8	night	KAK_RNA_10	KAK_10	H	10	KAK_10.H	KAK_10.10	Alberto Mei	8082014	mixed	B10
LMAN.8.14A0281			LMAN_8	night	KAK_RNA_10	KAK_10	A	11	KAK_10.A	KAK_10.11	Alberto Mei	8082014	ss	B68
LMAN.8.14A0283			LMAN_8	night	KAK_RNA_10	KAK_10	B	11	KAK_10.B	KAK_10.11	Alberto Mei	8082014	nss	K55
LMAN.8.14A0287			LMAN_8	night	KAK_RNA_10	KAK_10	C	11	KAK_10.C	KAK_10.11	Alberto Mei	8082014	mixed	B105
LMAN.8.14A0289			LMAN_8	night	KAK_RNA_10	KAK_10	D	11	KAK_10.D	KAK_10.11	Alberto Mei	8082014	nss	DE1
LMAN.8.14A0291			LMAN_8	night	KAK_RNA_10	KAK_10	E	11	KAK_10.E	KAK_10.11	Alberto Mei	8082014	nss	NC290A
LMAN.8.14A0295			LMAN_8	night	KAK_RNA_10	KAK_10	F	11	KAK_10.F	KAK_10.11	Alberto Mei	8082014	ts	NC358
LMAN.8.14A0297			LMAN_8	night	KAK_RNA_10	KAK_10	G	11	KAK_10.G	KAK_10.11	Alberto Mei	8082014	ss	NC294
LMAN.8.14A0301			LMAN_8	night	KAK_RNA_10	KAK_10	H	11	KAK_10.H	KAK_10.11	Alberto Mei	8082014	nss	DE2
LMAN.8.14A0303			LMAN_8	night	KAK_RNA_10	KAK_10	A	12	KAK_10.A	KAK_10.12	Alberto Mei	8082014	ss	B73
LMAN.8.14A0304			LMAN_8	night	KAK_RNA_10	KAK_10	B	12	KAK_10.B	KAK_10.12	Alberto Mei	8082014	nss	B115
LMAN.8.14A0305			LMAN_8	night	KAK_RNA_10	KAK_10	C	12	KAK_10.C	KAK_10.12	Alberto Mei	8082014	ss	H91
LMAN.8.14A0311			LMAN_8	night	KAK_RNA_10	KAK_10	D	12	KAK_10.D	KAK_10.12	Alberto Mei	8082014	popcorn	4722
LMAN.8.14A0313			LMAN_8	night	KAK_RNA_10	KAK_10	E	12	KAK_10.E	KAK_10.12	Alberto Mei	8082014	nss	K148
LMAN.8.14A0321			LMAN_8	night	KAK_RNA_10	KAK_10	F	12	KAK_10.F	KAK_10.12	Alberto Mei	8082014	popcorn	SG 18
LMAN.8.14A0325			LMAN_8	night	KAK_RNA_10	KAK_10	G	12	KAK_10.G	KAK_10.12	Alberto Mei	8082014	mixed	Ky226
LMAN.8.14A0339			LMAN_8	night	KAK_RNA_10	KAK_10	H	12	KAK_10.H	KAK_10.12	Alberto Mei	8082014	mixed	Mo45
LMAN.26.14A0299			LMAN_26	night	KAK_RNA_13	KAK_13	A	1	KAK_13.A	KAK_13.1	Josh Jason	8262014	mixed	I137TN
LMAN.26.14A0303			LMAN_26	night	KAK_RNA_13	KAK_13	B	1	KAK_13.B	KAK_13.1	Josh Jason	8262014	ss	B73
LMAN.26.14A0304			LMAN_26	night	KAK_RNA_13	KAK_13	C	1	KAK_13.C	KAK_13.1	Josh Jason	8262014	nss	B115
LMAN.26.14A0307			LMAN_26	night	KAK_RNA_13	KAK_13	D	1	KAK_13.D	KAK_13.1	Josh Jason	8262014	mixed	A441-5
LMAN.26.14A0309			LMAN_26	night	KAK_RNA_13	KAK_13	E	1	KAK_13.E	KAK_13.1	Josh Jason	8262014	nss	33-16
LMAN.26.14A0315			LMAN_26	night	KAK_RNA_13	KAK_13	F	1	KAK_13.F	KAK_13.1	Josh Jason	8262014	nss	Mo.G
LMAN.26.14A0317			LMAN_26	night	KAK_RNA_13	KAK_13	G	1	KAK_13.G	KAK_13.1	Josh Jason	8262014	popcorn	Sg 1533
LMAN.26.14A0319			LMAN_26	night	KAK_RNA_13	KAK_13	H	1	KAK_13.H	KAK_13.1	Josh Jason	8262014	mixed	M37W
LMAN.26.14A0323			LMAN_26	night	KAK_RNA_13	KAK_13	A	2	KAK_13.A	KAK_13.2	Josh Jason	8262014	mixed	Mp339
LMAN.26.14A0327			LMAN_26	night	KAK_RNA_13	KAK_13	B	2	KAK_13.B	KAK_13.2	Josh Jason	8262014	ts	NC318
LMAN.26.14A0329			LMAN_26	night	KAK_RNA_13	KAK_13	C	2	KAK_13.C	KAK_13.2	Josh Jason	8262014	nss	Pa880
LMAN.26.14A0331			LMAN_26	night	KAK_RNA_13	KAK_13	D	2	KAK_13.D	KAK_13.2	Josh Jason	8262014	mixed	U267Y
LMAN.26.14A0333			LMAN_26	night	KAK_RNA_13	KAK_13	E	2	KAK_13.E	KAK_13.2	Josh Jason	8262014	nss	K64
LMAN.26.14A0335			LMAN_26	night	KAK_RNA_13	KAK_13	F	2	KAK_13.F	KAK_13.2	Josh Jason	8262014	nss	NC344
LMAN.26.14A0337			LMAN_26	night	KAK_RNA_13	KAK_13	G	2	KAK_13.G	KAK_13.2	Josh Jason	8262014	ts	NC356
LMAN.26.14A0341			LMAN_26	night	KAK_RNA_13	KAK_13	H	2	KAK_13.H	KAK_13.2	Josh Jason	8262014	nss	NC258
LMAN.26.14A0349			LMAN_26	night	KAK_RNA_13	KAK_13	A	3	KAK_13.A	KAK_13.3	Josh Jason	8262014	nss	T234
LMAN.26.14A0351			LMAN_26	night	KAK_RNA_13	KAK_13	B	3	KAK_13.B	KAK_13.3	Josh Jason	8262014	ts	CML 154Q
LMAN.26.14A0353			LMAN_26	night	KAK_RNA_13	KAK_13	C	3	KAK_13.C	KAK_13.3	Josh Jason	8262014	ts	NC354
LMAN.26.14A0355			LMAN_26	night	KAK_RNA_13	KAK_13	D	3	KAK_13.D	KAK_13.3	Josh Jason	8262014	nss	CI31A
LMAN.26.14A0359			LMAN_26	night	KAK_RNA_13	KAK_13	E	3	KAK_13.E	KAK_13.3	Josh Jason	8262014	ts	NC296A
LMAN.26.14A0361			LMAN_26	night	KAK_RNA_13	KAK_13	F	3	KAK_13.F	KAK_13.3	Josh Jason	8262014	ts	NC346
LMAN.26.14A0363			LMAN_26	night	KAK_RNA_13	KAK_13	G	3	KAK_13.G	KAK_13.3	Josh Jason	8262014	ts	NC320
LMAN.26.14A0365			LMAN_26	night	KAK_RNA_13	KAK_13	H	3	KAK_13.H	KAK_13.3	Josh Jason	8262014	nss	K4
LMAN.26.14A0367			LMAN_26	night	KAK_RNA_13	KAK_13	A	4	KAK_13.A	KAK_13.4	Josh Jason	8262014	mixed	Ki21
LMAN.26.14A0369			LMAN_26	night	KAK_RNA_13	KAK_13	B	4	KAK_13.B	KAK_13.4	Josh Jason	8262014	ts	CML 103
LMAN.26.14A0371			LMAN_26	night	KAK_RNA_13	KAK_13	C	4	KAK_13.C	KAK_13.4	Josh Jason	8262014	nss	Oh7B
LMAN.26.14A0373			LMAN_26	night	KAK_RNA_13	KAK_13	D	4	KAK_13.D	KAK_13.4	Josh Jason	8262014	nss	NC230
LMAN.26.14A0381			LMAN_26	night	KAK_RNA_13	KAK_13	E	4	KAK_13.E	KAK_13.4	Josh Jason	8262014	ss	B73
LMAN.26.14A0382			LMAN_26	night	KAK_RNA_13	KAK_13	F	4	KAK_13.F	KAK_13.4	Josh Jason	8262014	ts	CML277
LMAN.26.14A0383			LMAN_26	night	KAK_RNA_13	KAK_13	G	4	KAK_13.G	KAK_13.4	Josh Jason	8262014	nss	CI 91B Goodman-Buckler
LMAN.26.14A0385			LMAN_26	night	KAK_RNA_13	KAK_13	H	4	KAK_13.H	KAK_13.4	Josh Jason	8262014	mixed	Ky228
LMAN.26.14A0387			LMAN_26	night	KAK_RNA_13	KAK_13	A	5	KAK_13.A	KAK_13.5	Josh Jason	8262014	nss	M162W
LMAN.26.14A0389			LMAN_26	night	KAK_RNA_13	KAK_13	B	5	KAK_13.B	KAK_13.5	Josh Jason	8262014	ts	NC350
LMAN.26.14A0391			LMAN_26	night	KAK_RNA_13	KAK_13	C	5	KAK_13.C	KAK_13.5	Josh Jason	8262014	nss	Va85
LMAN.26.14A0397			LMAN_26	night	KAK_RNA_13	KAK_13	D	5	KAK_13.D	KAK_13.5	Josh Jason	8262014	nss	NC232
LMAN.26.14A0399			LMAN_26	night	KAK_RNA_13	KAK_13	E	5	KAK_13.E	KAK_13.5	Josh Jason	8262014	ts	NC348
LMAN.26.14A0401			LMAN_26	night	KAK_RNA_13	KAK_13	F	5	KAK_13.F	KAK_13.5	Josh Jason	8262014	mixed	CI90C
LMAN.26.14A0403			LMAN_26	night	KAK_RNA_13	KAK_13	G	5	KAK_13.G	KAK_13.5	Josh Jason	8262014	mixed	CI28A Goodman-Buckler
LMAN.26.14A0405			LMAN_26	night	KAK_RNA_13	KAK_13	H	5	KAK_13.H	KAK_13.5	Josh Jason	8262014	ts	NC302
LMAN.26.14A0407			LMAN_26	night	KAK_RNA_13	KAK_13	A	6	KAK_13.A	KAK_13.6	Josh Jason	8262014	mixed	SC 357
LMAN.26.14A0409			LMAN_26	night	KAK_RNA_13	KAK_13	B	6	KAK_13.B	KAK_13.6	Josh Jason	8262014	mixed	CML 92
LMAN.26.14A0411			LMAN_26	night	KAK_RNA_13	KAK_13	C	6	KAK_13.C	KAK_13.6	Josh Jason	8262014	nss	NC222
LMAN.26.14A0413			LMAN_26	night	KAK_RNA_13	KAK_13	D	6	KAK_13.D	KAK_13.6	Josh Jason	8262014	nss	Ky21
LMAN.26.14A0415			LMAN_26	night	KAK_RNA_13	KAK_13	E	6	KAK_13.E	KAK_13.6	Josh Jason	8262014	ts	CML 108
LMAN.26.14A0417			LMAN_26	night	KAK_RNA_13	KAK_13	F	6	KAK_13.F	KAK_13.6	Josh Jason	8262014	ts	NC300
LMAN.26.14A0419			LMAN_26	night	KAK_RNA_13	KAK_13	G	6	KAK_13.G	KAK_13.6	Josh Jason	8262014	mixed	Tzi 25
LMAN.26.14A0421			LMAN_26	night	KAK_RNA_13	KAK_13	H	6	KAK_13.H	KAK_13.6	Josh Jason	8262014	ts	NC352
LMAN.26.14A0423			LMAN_26	night	KAK_RNA_13	KAK_13	A	7	KAK_13.A	KAK_13.7	Karl	8262014	mixed	Tzi 16
LMAN.26.14A0425			LMAN_26	night	KAK_RNA_13	KAK_13	B	7	KAK_13.B	KAK_13.7	Karl	8262014	mixed	Ab28A
LMAN.26.14A0427			LMAN_26	night	KAK_RNA_13	KAK_13	C	7	KAK_13.C	KAK_13.7	Karl	8262014	ts	CML 322
LMAN.26.14ABLANK.KAK13.D7			LMAN_26	night	KAK_RNA_13	KAK_13	D	7	KAK_13.D	KAK_13.7	Karl	8262014	NA	NA
LMAN.26.14A0429			LMAN_26	night	KAK_RNA_13	KAK_13	E	7	KAK_13.E	KAK_13.7	Karl	8262014	ts	NC304
LMAN.26.14A0431			LMAN_26	night	KAK_RNA_13	KAK_13	F	7	KAK_13.F	KAK_13.7	Karl	8262014	nss	NC236
LMAN.26.14A0433			LMAN_26	night	KAK_RNA_13	KAK_13	G	7	KAK_13.G	KAK_13.7	Karl	8262014	mixed	L578
LMAN.26.14A0437			LMAN_26	night	KAK_RNA_13	KAK_13	H	7	KAK_13.H	KAK_13.7	Karl	8262014	ts	NC296
LMAN.26.14A0439			LMAN_26	night	KAK_RNA_13	KAK_13	A	8	KAK_13.A	KAK_13.8	Karl	8262014	ts	CML 69
